,STATE,WINNER,PARTY,SYMBOL,GENDER,AGE,CATEGORY,EDUCATION,"TOTAL
VOTES",TOTAL ELECTORS
1291,Uttar Pradesh,Winner,BJP,Lotus,MALE,58.0,SC,Graduate,488397,1848306
1292,Uttar Pradesh,Loser,BSP,Elephant,MALE,70.0,SC,Graduate,488216,1848306
1293,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,70.0,SC,Post Graduate,11223,1848306
1294,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,10830,1848306
1832,Uttar Pradesh,Loser,INC,Hand,MALE,48.0,GENERAL,12th Pass,207068,1739082
1831,Uttar Pradesh,Loser,BJP,Lotus,MALE,44.0,GENERAL,Post Graduate,491722,1739082
1830,Uttar Pradesh,Winner,BSP,Elephant,MALE,67.0,GENERAL,Graduate,514139,1739082
1328,Uttar Pradesh,Winner,BJP,Lotus,MALE,54.0,GENERAL,12th Pass,726349,1915408
1421,Uttar Pradesh,Loser,BSP,Elephant,MALE,60.0,GENERAL,8th Pass,581455,1892931
1841,Uttar Pradesh,Loser,SBSP,Walking Stick,MALE,54.0,GENERAL,10th Pass,33568,1667282
1123,Uttar Pradesh,Winner,BJP,Lotus,MALE,49.0,SC,Graduate,383009,1787120
1440,Uttar Pradesh,Loser,BJP,Lotus,MALE,67.0,GENERAL,10th Pass,551538,1958939
1033,Uttar Pradesh,Loser,INC,Hand,MALE,54.0,GENERAL,Not Available,37132,1805946
1672,Uttar Pradesh,Winner,BJP,Lotus,MALE,39.0,GENERAL,Post Graduate,704549,1761207
1671,Uttar Pradesh,Loser,INC,Hand,MALE,38.0,GENERAL,Graduate,32761,2010477
1083,Uttar Pradesh,Winner,BJP,Lotus,MALE,71.0,GENERAL,Post Graduate,468937,1632983
1901,Uttar Pradesh,Winner,BJP,Lotus,MALE,42.0,SC,12th Pass,688990,2114201
1723,Uttar Pradesh,Loser,BJP,Lotus,MALE,51.0,GENERAL,Graduate,367740,1702248
1724,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,10252,1702248
1902,Uttar Pradesh,Loser,BSP,Elephant,MALE,48.0,SC,Post Graduate,420572,2114201
1931,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17108,1914739
1516,Uttar Pradesh,Loser,INC,Hand,FEMALE,69.0,SC,10th Pass,20046,1586117
1673,Uttar Pradesh,Loser,SP,Bicycle,MALE,43.0,GENERAL,Graduate,448922,1761207
1903,Uttar Pradesh,Loser,INC,Hand,MALE,47.0,SC,Graduate,35283,2114201
1074,Uttar Pradesh,Winner,BJP,Lotus,MALE,39.0,GENERAL,Graduate,563087,1874824
1034,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13168,1805946
1515,Uttar Pradesh,Loser,BJP,Lotus,MALE,56.0,SC,Post Graduate,401546,1586117
1514,Uttar Pradesh,Winner,BSP,Elephant,MALE,55.0,SC,12th Pass,568378,1586117
1028,Uttar Pradesh,Winner,BJP,Lotus,MALE,48.0,GENERAL,Post Graduate,566961,1666703
1670,Uttar Pradesh,Loser,SP,Bicycle,MALE,58.0,GENERAL,Graduate,372733,2010477
1669,Uttar Pradesh,Winner,BJP,Lotus,FEMALE,62.0,GENERAL,Post Graduate,544701,2010477
1029,Uttar Pradesh,Loser,SP,Bicycle,FEMALE,48.0,GENERAL,10th Pass,474801,1666703
1032,Uttar Pradesh,Loser,BSP,Elephant,MALE,66.0,GENERAL,Post Graduate,319757,1805946
1075,Uttar Pradesh,Loser,SP,Bicycle,FEMALE,41.0,GENERAL,Graduate,550734,1874824
1031,Uttar Pradesh,Winner,BJP,Lotus,MALE,62.0,GENERAL,Graduate Professional,581358,1805946
1722,Uttar Pradesh,Winner,INC,Hand,FEMALE,72.0,GENERAL,Others,534918,1702248
1004,Uttar Pradesh,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,18239,2040739
1932,Uttar Pradesh,Loser,CPI(M),Ears of Corn And Sickle,MALE,63.0,GENERAL,Literate,12662,1914739
985,Uttar Pradesh,Loser,BJP,Lotus,MALE,42.0,GENERAL,Doctorate,440192,1867976
984,Uttar Pradesh,Winner,BSP,Elephant,MALE,65.0,GENERAL,Post Graduate,521128,1867976
1001,Uttar Pradesh,Winner,BJP,Lotus,MALE,54.0,GENERAL,Post Graduate,809272,2040739
1482,Uttar Pradesh,Winner,BJP,Lotus,MALE,46.0,GENERAL,Doctorate,573780,1698003
1483,Uttar Pradesh,Loser,RLD,Hand Pump,MALE,78.0,GENERAL,Post Graduate,567254,1698003
1085,Uttar Pradesh,Loser,SP,Bicycle,MALE,61.0,GENERAL,Post Graduate,48275,1632983
1929,Uttar Pradesh,Loser,BJP,Lotus,MALE,52.0,GENERAL,Post Graduate,436451,1914739
1084,Uttar Pradesh,Loser,INC,Hand,MALE,74.0,GENERAL,12th Pass,313003,1632983
986,Uttar Pradesh,Loser,INC,Hand,MALE,48.0,GENERAL,Graduate Professional,27185,1867976
1002,Uttar Pradesh,Loser,SP,Bicycle,MALE,59.0,GENERAL,Graduate,443589,2040739
1930,Uttar Pradesh,Loser,INC,Hand,MALE,54.0,GENERAL,Post Graduate,58042,1914739
1003,Uttar Pradesh,Loser,INC,Hand,MALE,47.0,GENERAL,Post Graduate,86139,2040739
1690,Uttar Pradesh,Loser,INC,Hand,FEMALE,57.0,GENERAL,Graduate,77096,1708759
1689,Uttar Pradesh,Loser,BSP,Elephant,MALE,45.0,GENERAL,Graduate,318539,1708759
1688,Uttar Pradesh,Winner,BJP,Lotus,MALE,48.0,GENERAL,8th Pass,436291,1708759
1928,Uttar Pradesh,Winner,BSP,Elephant,MALE,49.0,GENERAL,Graduate Professional,441771,1914739
1030,Uttar Pradesh,Loser,INC,Hand,MALE,64.0,GENERAL,Graduate,69355,1666703
1521,Uttarakhand,Winner,BJP,Lotus,MALE,57.0,GENERAL,Graduate Professional,772195,1828433
1522,Uttarakhand,Loser,INC,Hand,MALE,71.0,GENERAL,Graduate Professional,433099,1828433
850,Uttarakhand,Winner,BJP,Lotus,MALE,59.0,GENERAL,Doctorate,665674,1840738
851,Uttarakhand,Loser,INC,Hand,MALE,70.0,GENERAL,Post Graduate,406945,1840738
852,Uttarakhand,Loser,BSP,Elephant,MALE,60.0,GENERAL,Graduate Professional,173528,1840738
2044,Uttarakhand,Loser,INC,Hand,MALE,60.0,ST,Graduate Professional,264747,1493543
45,Uttarakhand,Loser,INC,Hand,MALE,60.0,SC,Post Graduate,211665,1337808
755,Uttarakhand,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12276,1355796
754,Uttarakhand,Loser,INC,Hand,MALE,50.0,GENERAL,Post Graduate,204311,1355796
753,Uttarakhand,Winner,BJP,Lotus,MALE,55.0,GENERAL,Post Graduate,506980,1355796
46,Uttarakhand,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15505,1337808
47,Uttarakhand,Loser,BSP,Elephant,MALE,41.0,SC,Post Graduate,10190,1337808
2043,Uttarakhand,Winner,BJP,Lotus,FEMALE,68.0,GENERAL,12th Pass,565333,1493543
2045,Uttarakhand,Loser,IND,Man Blowing Turha,MALE,59.0,GENERAL,Post Graduate,10686,1493543
1523,Uttarakhand,Loser,BSP,Elephant,MALE,46.0,GENERAL,Graduate Professional,28455,1828433
44,Uttarakhand,Winner,BJP,Lotus,MALE,46.0,SC,12th Pass,444651,1337808
1713,West Bengal,Loser,INC,Hand,MALE,58.0,GENERAL,Post Graduate,84477,1645884
1714,West Bengal,Loser,AIFB,Lion,MALE,73.0,GENERAL,Post Graduate,68434,1645884
2168,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,57.0,GENERAL,Graduate,694945,1614988
2169,West Bengal,Loser,BJP,Lotus,MALE,56.0,GENERAL,Graduate,479586,1614988
2170,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",FEMALE,58.0,GENERAL,Doctorate,81314,1614988
2171,West Bengal,Loser,INC,Hand,FEMALE,40.0,GENERAL,Post Graduate,27568,1614988
1712,West Bengal,Loser,AITC,Flowers and Grass,MALE,56.0,GENERAL,Graduate Professional,463375,1645884
257,West Bengal,Loser,AITC,Flowers and Grass,MALE,72.0,GENERAL,Post Graduate,500986,1648906
123,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,20495,1764726
1417,West Bengal,Loser,CPI(M),Ears of Corn And Sickle,MALE,50.0,GENERAL,8th Pass,62319,1674236
300,West Bengal,Loser,BJP,Lotus,MALE,61.0,SC,Post Graduate,551523,1698089
299,West Bengal,Winner,AITC,Flowers and Grass,MALE,61.0,SC,Graduate Professional,640834,1698089
298,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,18540,1733578
297,West Bengal,Loser,INC,Hand,MALE,39.0,GENERAL,Others,38516,1733578
296,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,50.0,GENERAL,Post Graduate,161329,1733578
295,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,73.0,GENERAL,Post Graduate,595937,1733578
294,West Bengal,Winner,BJP,Lotus,MALE,67.0,GENERAL,Graduate Professional,598376,1733578
293,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17779,1718252
1711,West Bengal,Winner,BJP,Lotus,MALE,34.0,GENERAL,Graduate Professional,668107,1645884
292,West Bengal,Loser,INC,Hand,FEMALE,57.0,GENERAL,Graduate,37277,1718252
290,West Bengal,Loser,BJP,Lotus,MALE,68.0,GENERAL,Graduate Professional,538275,1718252
289,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,60.0,GENERAL,Post Graduate,648444,1718252
1390,West Bengal,Loser,INC,Hand,MALE,63.0,SC,10th Pass,32324,1652096
1415,West Bengal,Winner,BJP,Lotus,MALE,54.0,GENERAL,10th Pass,685433,1674236
1416,West Bengal,Loser,AITC,Flowers and Grass,MALE,67.0,GENERAL,Graduate Professional,596481,1674236
260,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14019,1648906
259,West Bengal,Loser,IND,Cot,MALE,40.0,ST,12th Pass,14942,1648906
258,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,67.0,GENERAL,Graduate,100282,1648906
291,West Bengal,Loser,AIFB,Lion,MALE,61.0,SC,12th Pass,124068,1718252
1418,West Bengal,Loser,INC,Hand,MALE,64.0,GENERAL,Graduate,20807,1674236
223,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13414,1431704
256,West Bengal,Winner,BJP,Lotus,MALE,65.0,GENERAL,Graduate Professional,675319,1648906
1478,West Bengal,Loser,INC,Hand,MALE,69.0,GENERAL,Post Graduate,377929,1725187
1479,West Bengal,Loser,BJP,Lotus,MALE,56.0,GENERAL,12th Pass,247809,1725187
1480,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,64.0,GENERAL,Graduate,180793,1725187
1481,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15025,1725187
162,West Bengal,Loser,BMUP,Cot,MALE,62.0,GENERAL,Post Graduate,12677,1615865
161,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14447,1615865
160,West Bengal,Loser,INC,Hand,MALE,37.0,GENERAL,10th Pass,21038,1615865
1734,West Bengal,Winner,BJP,Lotus,FEMALE,48.0,GENERAL,Post Graduate,511652,1601220
1477,West Bengal,Winner,AITC,Flowers and Grass,MALE,57.0,GENERAL,8th Pass,604346,1725187
1735,West Bengal,Loser,AITC,Flowers and Grass,MALE,64.0,GENERAL,Post Graduate,451078,1601220
1737,West Bengal,Loser,INC,Hand,FEMALE,58.0,GENERAL,Post Graduate,83662,1601220
159,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,59.0,GENERAL,Post Graduate,87608,1615865
158,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,65.0,GENERAL,Post Graduate,435741,1615865
1738,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13749,1601220
119,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,33.0,SC,Post Graduate,649929,1764726
120,West Bengal,Loser,BJP,Lotus,MALE,55.0,SC,Post Graduate,648787,1764726
121,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,59.0,SC,Post Graduate,100520,1764726
122,West Bengal,Loser,INC,Hand,FEMALE,41.0,SC,Graduate,25128,1764726
1736,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,61.0,GENERAL,Post Graduate,182035,1601220
1419,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14758,1674236
301,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,58.0,SC,Post Graduate,175920,1698089
200,West Bengal,Loser,AITC,Flowers and Grass,MALE,55.0,GENERAL,12th Pass,510410,1638378
248,West Bengal,Loser,INC,Hand,MALE,28.0,SC,Post Graduate,22618,1704632
247,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,55.0,SC,Graduate Professional,90122,1704632
246,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,51.0,SC,5th Pass,576028,1704632
245,West Bengal,Winner,BJP,Lotus,MALE,37.0,SC,Graduate,687622,1704632
35,West Bengal,Winner,BJP,Lotus,MALE,43.0,ST,8th Pass,750804,1648383
36,West Bengal,Loser,AITC,Flowers and Grass,MALE,52.0,ST,Graduate,506815,1648383
37,West Bengal,Loser,RSP,Spade & Stoker,FEMALE,42.0,ST,Post Graduate,54010,1648383
38,West Bengal,Loser,INC,Hand,MALE,44.0,ST,Graduate Professional,27427,1648383
199,West Bengal,Winner,INC,Hand,MALE,63.0,GENERAL,10th Pass,591106,1638378
39,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,21175,1648383
222,West Bengal,Loser,INC,Hand,MALE,40.0,GENERAL,Graduate Professional,36783,1431704
221,West Bengal,Loser,RSP,Spade & Stoker,MALE,50.0,SC,10th Pass,72990,1431704
220,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,52.0,GENERAL,Graduate,506024,1431704
219,West Bengal,Winner,BJP,Lotus,MALE,39.0,GENERAL,Doctorate,539317,1431704
204,West Bengal,Loser,RSP,Spade & Stoker,MALE,66.0,GENERAL,Graduate,13362,1638378
203,West Bengal,Loser,IND,Bead Necklace,MALE,38.0,SC,8th Pass,13682,1638378
202,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14086,1638378
201,West Bengal,Loser,BJP,Lotus,MALE,55.0,GENERAL,Graduate,143038,1638378
157,West Bengal,Winner,BJP,Lotus,MALE,48.0,GENERAL,Graduate,633378,1615865
302,West Bengal,Loser,INC,Hand,MALE,37.0,SC,Post Graduate,38472,1698089
978,West Bengal,Loser,INC,Hand,MALE,59.0,GENERAL,Graduate Professional,255836,1616213
1388,West Bengal,Loser,BJP,Lotus,MALE,46.0,SC,Post Graduate,522854,1652096
1996,West Bengal,Winner,AITC,Flowers and Grass,MALE,62.0,GENERAL,Graduate Professional,637707,1785472
1997,West Bengal,Loser,BJP,Lotus,MALE,42.0,GENERAL,Graduate Professional,539171,1785472
1998,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,44.0,GENERAL,Graduate,152281,1785472
1999,West Bengal,Loser,INC,Hand,MALE,60.0,GENERAL,Graduate,32509,1785472
2000,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,20501,1785472
1086,West Bengal,Winner,AITC,Flowers and Grass,MALE,77.0,GENERAL,12th Pass,711872,1660147
1087,West Bengal,Loser,BJP,Lotus,MALE,46.0,GENERAL,Post Graduate,600204,1660147
1088,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,38.0,GENERAL,Post Graduate,76185,1660147
1089,West Bengal,Loser,INC,Hand,MALE,65.0,GENERAL,Post Graduate,16851,1660147
777,West Bengal,Loser,INC,Hand,MALE,33.0,GENERAL,Post Graduate,32839,1800002
776,West Bengal,Loser,CPI(M),Ears of Corn And Sickle,MALE,63.0,GENERAL,12th Pass,97060,1800002
775,West Bengal,Loser,BJP,Lotus,FEMALE,56.0,GENERAL,Post Graduate,609986,1800002
774,West Bengal,Winner,AITC,Flowers and Grass,MALE,36.0,GENERAL,Others,717959,1800002
1200,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,61.0,GENERAL,Graduate,573119,1728851
1201,West Bengal,Loser,BJP,Lotus,MALE,58.0,GENERAL,Post Graduate,417927,1728851
1202,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",FEMALE,53.0,GENERAL,Graduate Professional,140275,1728851
1203,West Bengal,Loser,INC,Hand,FEMALE,44.0,GENERAL,Graduate Professional,42618,1728851
1204,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14824,1728851
1205,West Bengal,Winner,AITC,Flowers and Grass,MALE,70.0,GENERAL,Graduate Professional,474891,1444082
1206,West Bengal,Loser,BJP,Lotus,MALE,55.0,GENERAL,Graduate,347796,1444082
1207,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",FEMALE,50.0,GENERAL,Post Graduate,71080,1444082
1208,West Bengal,Loser,INC,Hand,MALE,57.0,GENERAL,Graduate Professional,26093,1444082
1241,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,44.0,GENERAL,Graduate,614872,1631698
2039,West Bengal,Winner,AITC,Flowers and Grass,MALE,42.0,GENERAL,Graduate,724433,1694646
2040,West Bengal,Loser,BJP,Lotus,MALE,50.0,SC,8th Pass,534268,1694646
1009,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17692,1641868
1008,West Bengal,Loser,INC,Hand,MALE,54.0,ST,8th Pass,20754,1641868
1007,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",FEMALE,48.0,ST,10th Pass,75680,1641868
1006,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,48.0,ST,Post Graduate,614816,1641868
977,West Bengal,Loser,BJP,Lotus,FEMALE,48.0,GENERAL,Graduate,317056,1616213
976,West Bengal,Winner,AITC,Flowers and Grass,MALE,58.0,GENERAL,Graduate,562838,1616213
962,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,19928,1735464
961,West Bengal,Loser,INC,Hand,MALE,61.0,SC,12th Pass,28562,1735464
960,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,62.0,SC,Post Graduate,76166,1735464
959,West Bengal,Loser,AITC,Flowers and Grass,MALE,62.0,SC,Post Graduate,576141,1735464
958,West Bengal,Winner,BJP,Lotus,MALE,51.0,SC,Graduate Professional,760145,1735464
980,West Bengal,Loser,WPOI,Battery Torch,MALE,65.0,GENERAL,Doctorate,21302,1616213
919,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15541,1816857
918,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,68.0,GENERAL,Graduate Professional,302264,1816857
917,West Bengal,Loser,BJP,Lotus,MALE,37.0,GENERAL,Doctorate,393233,1816857
916,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,30.0,GENERAL,Graduate,688472,1816857
2041,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,31.0,GENERAL,Graduate,136129,1694646
898,West Bengal,Loser,INC,Hand,FEMALE,61.0,GENERAL,Graduate,32107,1633925
896,West Bengal,Loser,BJP,Lotus,MALE,60.0,GENERAL,Post Graduate,473016,1633925
895,West Bengal,Winner,AITC,Flowers and Grass,MALE,64.0,GENERAL,Graduate,576711,1633925
885,West Bengal,Loser,INC,Hand,MALE,57.0,SC,12th Pass,25374,1766601
884,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,54.0,SC,12th Pass,121588,1766601
883,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,70.0,GENERAL,Graduate Professional,598086,1766601
882,West Bengal,Winner,BJP,Lotus,FEMALE,45.0,GENERAL,Graduate,671448,1766601
987,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,53.0,SC,Post Graduate,761202,1648355
988,West Bengal,Loser,BJP,Lotus,MALE,43.0,SC,Graduate Professional,444427,1648355
989,West Bengal,Loser,RSP,Spade & Stoker,MALE,67.0,SC,Graduate,67913,1648355
990,West Bengal,Loser,SUCI(C),Battery torch,MALE,64.0,SC,8th Pass,38261,1648355
991,West Bengal,Loser,INC,Hand,MALE,50.0,SC,Post Graduate,18758,1648355
1005,West Bengal,Winner,BJP,Lotus,MALE,56.0,ST,Graduate Professional,626583,1641868
897,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,44.0,GENERAL,Graduate Professional,105547,1633925
2042,West Bengal,Loser,INC,Hand,MALE,73.0,SC,Doctorate,16001,1694646
1242,West Bengal,Loser,BJP,Lotus,MALE,40.0,GENERAL,10th Pass,551654,1631698
1243,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,57.0,GENERAL,Doctorate,120222,1631698
441,West Bengal,Loser,RVNP,Tractor Chalata Kisan,MALE,49.0,GENERAL,10th Pass,15171,1699219
440,West Bengal,Loser,INC,Hand,MALE,51.0,GENERAL,12th Pass,75546,1699219
439,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,54.0,GENERAL,Doctorate,96763,1699219
438,West Bengal,Loser,BJP,Lotus,MALE,63.0,GENERAL,Graduate,565153,1699219
437,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,49.0,GENERAL,Graduate,654077,1699219
1354,West Bengal,Winner,INC,Hand,MALE,72.0,GENERAL,Doctorate,444270,1575590
1355,West Bengal,Loser,BJP,Lotus,FEMALE,54.0,GENERAL,Post Graduate,436048,1575590
1356,West Bengal,Loser,AITC,Flowers and Grass,MALE,63.0,GENERAL,Graduate Professional,351353,1575590
1357,West Bengal,Winner,BJP,Lotus,MALE,59.0,ST,Graduate,509524,1685955
329,West Bengal,Loser,CPI(M),Ears of Corn And Sickle,MALE,70.0,GENERAL,Graduate,68316,1678357
328,West Bengal,Loser,INC,Hand,MALE,51.0,GENERAL,Post Graduate,104183,1678357
327,West Bengal,Loser,BJP,Lotus,MALE,42.0,GENERAL,Post Graduate,431709,1678357
442,West Bengal,Winner,BJP,Lotus,MALE,38.0,SC,12th Pass,657019,1627199
326,West Bengal,Winner,AITC,Flowers and Grass,FEMALE,28.0,GENERAL,12th Pass,782078,1678357
1359,West Bengal,Loser,INC,Hand,MALE,47.0,GENERAL,Graduate,305270,1685955
1360,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,69.0,GENERAL,Graduate,50401,1685955
1791,West Bengal,Loser,INC,Hand,FEMALE,56.0,SC,Graduate,23297,1762252
1790,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",FEMALE,56.0,SC,Post Graduate,97771,1762252
1789,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,25.0,SC,Graduate,549825,1762252
1788,West Bengal,Winner,BJP,Lotus,MALE,56.0,SC,Graduate Professional,783253,1762252
325,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12731,1436431
324,West Bengal,Loser,INC,Hand,MALE,44.0,GENERAL,8th Pass,15816,1436431
323,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",FEMALE,47.0,GENERAL,Graduate,117456,1436431
322,West Bengal,Loser,AITC,Flowers and Grass,MALE,68.0,GENERAL,Post Graduate,458137,1436431
321,West Bengal,Winner,BJP,Lotus,MALE,57.0,GENERAL,10th Pass,472994,1436431
1387,West Bengal,Winner,AITC,Flowers and Grass,MALE,80.0,SC,Post Graduate,726828,1652096
1358,West Bengal,Loser,AITC,Flowers and Grass,FEMALE,39.0,GENERAL,Graduate Professional,425236,1685955
1389,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,42.0,SC,Graduate Professional,92417,1652096
443,West Bengal,Loser,AITC,Flowers and Grass,MALE,39.0,SC,Post Graduate,578972,1627199
445,West Bengal,Loser,INC,Hand,MALE,67.0,SC,Graduate Professional,17932,1627199
671,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14491,1566196
670,West Bengal,Loser,INC,Hand,MALE,37.0,GENERAL,Graduate Professional,29097,1566196
669,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,67.0,GENERAL,Graduate,167590,1566196
668,West Bengal,Loser,BJP,Lotus,MALE,53.0,SC,Graduate,459060,1566196
667,West Bengal,Winner,AITC,Flowers and Grass,MALE,71.0,GENERAL,Post Graduate,512062,1566196
1244,West Bengal,Loser,INC,Hand,MALE,70.0,GENERAL,Post Graduate,38305,1631698
649,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,16247,1719190
648,West Bengal,Loser,INC,Hand,MALE,49.0,GENERAL,Post Graduate,19828,1719190
647,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,48.0,GENERAL,Graduate Professional,93941,1719190
646,West Bengal,Loser,BJP,Lotus,MALE,43.0,GENERAL,Post Graduate,470533,1719190
645,West Bengal,Winner,AITC,Flowers and Grass,MALE,31.0,GENERAL,Graduate,791127,1719190
605,West Bengal,Loser,IND,Pen Nib with Seven Rays,MALE,49.0,GENERAL,12th Pass,15973,1611317
979,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,53.0,GENERAL,Post Graduate,95501,1616213
604,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,46.0,GENERAL,Graduate,50524,1611317
602,West Bengal,Loser,AITC,Flowers and Grass,MALE,71.0,GENERAL,Post Graduate,336624,1611317
601,West Bengal,Winner,BJP,Lotus,MALE,33.0,GENERAL,Graduate,750067,1611317
565,West Bengal,Loser,INC,Hand,FEMALE,38.0,SC,Post Graduate,28215,1814200
564,West Bengal,Loser,AIFB,Lion,MALE,61.0,SC,Post Graduate,46810,1814200
563,West Bengal,Loser,AITC,Flowers and Grass,MALE,66.0,SC,12th Pass,677363,1814200
562,West Bengal,Winner,BJP,Lotus,MALE,33.0,SC,8th Pass,731594,1814200
456,West Bengal,Loser,RVNP,Tractor Chalata Kisan,MALE,44.0,SC,Graduate,17013,1705073
455,West Bengal,Loser,INC,Hand,MALE,47.0,SC,Graduate,30112,1705073
454,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,61.0,SC,Graduate Professional,91964,1705073
453,West Bengal,Loser,BJP,Lotus,MALE,53.0,SC,Post Graduate,592769,1705073
452,West Bengal,Winner,AITC,Flowers and Grass,MALE,63.0,SC,10th Pass,699171,1705073
446,West Bengal,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14436,1627199
603,West Bengal,Loser,INC,Hand,MALE,65.0,SC,Graduate,65186,1611317
444,West Bengal,Loser,CPI(M),"Hammer, Sickle and Star",MALE,72.0,SC,Graduate,102615,1627199
